studyid,workflowid,gsm_version,param,index,value,gsm_analysis_date,snapshot_date
AA-AA-000-0000,cou0006,1.4.1,vThreshold,2,-1.98,2005-12-01,2005-12-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,3,2.42,2005-12-01,2005-12-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,4,3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0006,1.4.1,strMethod,,NormalApprox,2005-12-01,2005-12-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,1,-3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,2,-2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,3,2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,4,3.3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0007,1.4.1,strMethod,,NormalApprox,2005-12-01,2005-12-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,1,-3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,2,-1.8,2005-12-01,2005-12-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,3,2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,4,3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0008,1.4.1,strMethod,,NormalApprox,2005-12-01,2005-12-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,1,-2.97,2005-12-01,2005-12-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,2,-2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,3,2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,4,2.97,2005-12-01,2005-12-01
AA-AA-000-0000,cou0009,1.4.1,strMethod,,NormalApprox,2005-12-01,2005-12-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,1,-3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,2,-2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,3,2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,4,3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0010,1.4.1,strMethod,,NormalApprox,2005-12-01,2005-12-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,1,-2.97,2005-12-01,2005-12-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,2,-2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,3,2.2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,4,2.7,2005-12-01,2005-12-01
AA-AA-000-0000,cou0011,1.4.1,strMethod,,NormalApprox,2005-12-01,2005-12-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,1,-3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,2,-2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,3,2.2,2005-12-01,2005-12-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,4,3.3,2005-12-01,2005-12-01
AA-AA-000-0000,cou0012,1.4.1,strMethod,,NormalApprox,2005-12-01,2005-12-01
AA-AA-000-0000,qtl0004,1.4.1,vThreshold,1,0.01,2005-12-01,2005-12-01
AA-AA-000-0000,qtl0004,1.4.1,strMethod,,qtl,2005-12-01,2005-12-01
AA-AA-000-0000,qtl0006,1.4.1,vThreshold,1,0.18,2005-12-01,2005-12-01
AA-AA-000-0000,qtl0006,1.4.1,strMethod,,qtl,2005-12-01,2005-12-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,1,-2.43,2006-03-01,2006-03-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,4,3.3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0001,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,1,-2.7,2006-03-01,2006-03-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,3,1.8,2006-03-01,2006-03-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,4,3.3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0002,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,1,-3.63,2006-03-01,2006-03-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,2,-2.2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,4,3.267,2006-03-01,2006-03-01
AA-AA-000-0000,kri0003,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,1,-2.97,2006-03-01,2006-03-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,3,2.178,2006-03-01,2006-03-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,4,2.97,2006-03-01,2006-03-01
AA-AA-000-0000,kri0004,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,1,-3.3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,2,-1.8,2006-03-01,2006-03-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,4,3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0005,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,1,-3.3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,2,-2.178,2006-03-01,2006-03-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,4,2.7,2006-03-01,2006-03-01
AA-AA-000-0000,kri0006,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,1,-3.3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,4,2.97,2006-03-01,2006-03-01
AA-AA-000-0000,kri0007,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,2,-2.2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,4,2.97,2006-03-01,2006-03-01
AA-AA-000-0000,kri0008,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,2,-1.62,2006-03-01,2006-03-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,3,1.8,2006-03-01,2006-03-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,4,3.3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0009,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,1,-3.3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,4,2.7,2006-03-01,2006-03-01
AA-AA-000-0000,kri0010,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,3,2.42,2006-03-01,2006-03-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,4,2.97,2006-03-01,2006-03-01
AA-AA-000-0000,kri0011,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,1,-3.993,2006-03-01,2006-03-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,2,-2.42,2006-03-01,2006-03-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,3,1.8,2006-03-01,2006-03-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,4,3.267,2006-03-01,2006-03-01
AA-AA-000-0000,kri0012,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,1,-2.7,2006-03-01,2006-03-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,2,-1.8,2006-03-01,2006-03-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,3,2.2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,4,3.3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0001,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,1,-3.3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,2,-1.8,2006-03-01,2006-03-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,3,2.42,2006-03-01,2006-03-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,4,2.7,2006-03-01,2006-03-01
AA-AA-000-0000,cou0002,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,2,-2.2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,3,1.8,2006-03-01,2006-03-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,4,2.7,2006-03-01,2006-03-01
AA-AA-000-0000,cou0003,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,1,-3.63,2006-03-01,2006-03-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,3,2.2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,4,2.97,2006-03-01,2006-03-01
AA-AA-000-0000,cou0004,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,1,-2.43,2006-03-01,2006-03-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,4,3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0005,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,2,-1.98,2006-03-01,2006-03-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,3,2.42,2006-03-01,2006-03-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,4,3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0006,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,4,3.3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0007,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,2,-1.8,2006-03-01,2006-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,4,3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0008,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,1,-2.97,2006-03-01,2006-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,4,2.97,2006-03-01,2006-03-01
AA-AA-000-0000,cou0009,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,3,2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,4,3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0010,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,1,-2.673,2006-03-01,2006-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,3,2.2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,4,2.7,2006-03-01,2006-03-01
AA-AA-000-0000,cou0011,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,1,-3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,2,-2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,3,2.2,2006-03-01,2006-03-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,4,3.3,2006-03-01,2006-03-01
AA-AA-000-0000,cou0012,1.4.1,strMethod,,NormalApprox,2006-03-01,2006-03-01
AA-AA-000-0000,qtl0004,1.4.1,vThreshold,1,0.01,2006-03-01,2006-03-01
AA-AA-000-0000,qtl0004,1.4.1,strMethod,,qtl,2006-03-01,2006-03-01
AA-AA-000-0000,qtl0006,1.4.1,vThreshold,1,0.18,2006-03-01,2006-03-01
AA-AA-000-0000,qtl0006,1.4.1,strMethod,,qtl,2006-03-01,2006-03-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,1,-2.43,2006-06-01,2006-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,4,3.63,2006-06-01,2006-06-01
AA-AA-000-0000,kri0001,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,1,-2.7,2006-06-01,2006-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,3,1.8,2006-06-01,2006-06-01
AA-AA-000-0000,kri0002,1.4.1,vThreshold,4,3.3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0002,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,1,-3.63,2006-06-01,2006-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,2,-2.2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0003,1.4.1,vThreshold,4,3.267,2006-06-01,2006-06-01
AA-AA-000-0000,kri0003,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,1,-2.97,2006-06-01,2006-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,3,2.3958,2006-06-01,2006-06-01
AA-AA-000-0000,kri0004,1.4.1,vThreshold,4,2.97,2006-06-01,2006-06-01
AA-AA-000-0000,kri0004,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,1,-3.3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,2,-1.8,2006-06-01,2006-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0005,1.4.1,vThreshold,4,3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0005,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,1,-3.3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,2,-2.178,2006-06-01,2006-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0006,1.4.1,vThreshold,4,2.7,2006-06-01,2006-06-01
AA-AA-000-0000,kri0006,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,1,-3.3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,2,-2.2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0007,1.4.1,vThreshold,4,2.97,2006-06-01,2006-06-01
AA-AA-000-0000,kri0007,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,1,-3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,2,-2.2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0008,1.4.1,vThreshold,4,2.97,2006-06-01,2006-06-01
AA-AA-000-0000,kri0008,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,1,-3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,2,-1.62,2006-06-01,2006-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,3,1.8,2006-06-01,2006-06-01
AA-AA-000-0000,kri0009,1.4.1,vThreshold,4,3.3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0009,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,1,-3.3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0010,1.4.1,vThreshold,4,2.7,2006-06-01,2006-06-01
AA-AA-000-0000,kri0010,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,1,-3.3,2006-06-01,2006-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,3,2.42,2006-06-01,2006-06-01
AA-AA-000-0000,kri0011,1.4.1,vThreshold,4,2.97,2006-06-01,2006-06-01
AA-AA-000-0000,kri0011,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,1,-4.3923,2006-06-01,2006-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,2,-2.42,2006-06-01,2006-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,3,1.98,2006-06-01,2006-06-01
AA-AA-000-0000,kri0012,1.4.1,vThreshold,4,3.267,2006-06-01,2006-06-01
AA-AA-000-0000,kri0012,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,1,-2.7,2006-06-01,2006-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,2,-1.8,2006-06-01,2006-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,3,2.2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0001,1.4.1,vThreshold,4,3.3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0001,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,1,-3.3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,2,-1.8,2006-06-01,2006-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,3,2.42,2006-06-01,2006-06-01
AA-AA-000-0000,cou0002,1.4.1,vThreshold,4,2.7,2006-06-01,2006-06-01
AA-AA-000-0000,cou0002,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,1,-3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,2,-2.2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,3,1.8,2006-06-01,2006-06-01
AA-AA-000-0000,cou0003,1.4.1,vThreshold,4,2.7,2006-06-01,2006-06-01
AA-AA-000-0000,cou0003,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,1,-3.63,2006-06-01,2006-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,3,2.2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0004,1.4.1,vThreshold,4,2.97,2006-06-01,2006-06-01
AA-AA-000-0000,cou0004,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,1,-2.43,2006-06-01,2006-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0005,1.4.1,vThreshold,4,3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0005,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,1,-3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,2,-1.98,2006-06-01,2006-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,3,2.42,2006-06-01,2006-06-01
AA-AA-000-0000,cou0006,1.4.1,vThreshold,4,3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0006,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,1,-3.3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0007,1.4.1,vThreshold,4,3.3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0007,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,1,-3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,2,-1.8,2006-06-01,2006-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0008,1.4.1,vThreshold,4,3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0008,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,1,-2.97,2006-06-01,2006-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,3,2.2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0009,1.4.1,vThreshold,4,2.97,2006-06-01,2006-06-01
AA-AA-000-0000,cou0009,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,1,-3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,3,2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0010,1.4.1,vThreshold,4,3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0010,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,1,-2.673,2006-06-01,2006-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,2,-2.2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,3,2.2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0011,1.4.1,vThreshold,4,2.7,2006-06-01,2006-06-01
AA-AA-000-0000,cou0011,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,1,-3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,2,-2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,3,2.2,2006-06-01,2006-06-01
AA-AA-000-0000,cou0012,1.4.1,vThreshold,4,3.3,2006-06-01,2006-06-01
AA-AA-000-0000,cou0012,1.4.1,strMethod,,NormalApprox,2006-06-01,2006-06-01
AA-AA-000-0000,qtl0004,1.4.1,vThreshold,1,0.01,2006-06-01,2006-06-01
AA-AA-000-0000,qtl0004,1.4.1,strMethod,,qtl,2006-06-01,2006-06-01
AA-AA-000-0000,qtl0006,1.4.1,vThreshold,1,0.18,2006-06-01,2006-06-01
AA-AA-000-0000,qtl0006,1.4.1,strMethod,,qtl,2006-06-01,2006-06-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,1,-2.43,2006-09-01,2006-09-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,2,-2,2006-09-01,2006-09-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,3,2,2006-09-01,2006-09-01
AA-AA-000-0000,kri0001,1.4.1,vThreshold,4,3.993,2006-09-01,2006-09-01
AA-AA-000-0000,kri0001,1.4.1,strMethod,,NormalApprox,2006-09-01,2006-09-01
