"","GroupID","Param","Value","GroupLevel"
"751","118","pi_number","0X076","Site"
"752","118","pi_last_name","Farr","Site"
"753","118","pi_first_name","Mujaahida","Site"
"754","118","site_status","Active","Site"
"755","118","is_satellite","TRUE","Site"
"756","118","account","city 1 Medical Center","Site"
"757","118","site_active_dt","2006-03-06","Site"
"758","118","city","city 1","Site"
"759","118","state","state 1","Site"
"760","118","country","US","Site"
"761","119","Status","Active","Site"
"762","119","InvestigatorFirstName","Ashlee","Site"
"763","119","InvestigatorLastName","Keese","Site"
"764","119","City","city 1","Site"
"765","119","State","state 1","Site"
"766","119","Country","China","Site"
"767","119","protocol_row_id","1-1G9113","Site"
"768","119","site_num","119","Site"
"769","119","site_row_id","123-1234-0X134","Site"
"770","119","protocol","AA-AA-000-0000","Site"
"771","119","pi_number","0X134","Site"
"772","119","pi_last_name","Keese","Site"
"773","119","pi_first_name","Ashlee","Site"
"774","119","site_status","Active","Site"
"775","119","is_satellite","FALSE","Site"
"776","119","account","city 1 Medical Center","Site"
"777","119","site_active_dt","2005-03-30","Site"
"778","119","city","city 1","Site"
"779","119","state","state 1","Site"
"780","119","country","China","Site"
"781","12","Status","Active","Site"
"782","12","InvestigatorFirstName","Shaleena","Site"
"783","12","InvestigatorLastName","al-Mussa","Site"
"784","12","City","city 1","Site"
"785","12","State","state 1","Site"
"786","12","Country","US","Site"
"787","12","protocol_row_id","1-1G9113","Site"
"788","12","site_num","12","Site"
"789","12","site_row_id","123-1234-0X085","Site"
"790","12","protocol","AA-AA-000-0000","Site"
"791","12","pi_number","0X085","Site"
"792","12","pi_last_name","al-Mussa","Site"
"793","12","pi_first_name","Shaleena","Site"
"794","12","site_status","Active","Site"
"795","12","is_satellite","FALSE","Site"
"796","12","account","city 1 Medical Center","Site"
"797","12","site_active_dt","2004-08-31","Site"
"798","12","city","city 1","Site"
"799","12","state","state 1","Site"
"800","12","country","US","Site"
"801","120","Status","Active","Site"
"802","120","InvestigatorFirstName","Andres","Site"
"803","120","InvestigatorLastName","Kanack","Site"
"804","120","City","city 1","Site"
"805","120","State","state 1","Site"
"806","120","Country","China","Site"
"807","120","protocol_row_id","1-1G9113","Site"
"808","120","site_num","120","Site"
"809","120","site_row_id","123-1234-0X169","Site"
"810","120","protocol","AA-AA-000-0000","Site"
"811","120","pi_number","0X169","Site"
"812","120","pi_last_name","Kanack","Site"
"813","120","pi_first_name","Andres","Site"
"814","120","site_status","Active","Site"
"815","120","is_satellite","FALSE","Site"
"816","120","account","city 1 Medical Center","Site"
"817","120","site_active_dt","2012-08-26","Site"
"818","120","city","city 1","Site"
"819","120","state","state 1","Site"
"820","120","country","China","Site"
"821","121","Status","Active","Site"
"822","121","InvestigatorFirstName","Nicholas","Site"
"823","121","InvestigatorLastName","Strock","Site"
"824","121","City","city 1","Site"
"825","121","State","state 1","Site"
"826","121","Country","US","Site"
"827","121","protocol_row_id","1-1G9113","Site"
"828","121","site_num","121","Site"
"829","121","site_row_id","123-1234-0X120","Site"
"830","121","protocol","AA-AA-000-0000","Site"
"831","121","pi_number","0X120","Site"
"832","121","pi_last_name","Strock","Site"
"833","121","pi_first_name","Nicholas","Site"
"834","121","site_status","Active","Site"
"835","121","is_satellite","FALSE","Site"
"836","121","account","city 1 Medical Center","Site"
"837","121","site_active_dt","2006-02-28","Site"
"838","121","city","city 1","Site"
"839","121","state","state 1","Site"
"840","121","country","US","Site"
"841","122","Status","Active","Site"
"842","122","InvestigatorFirstName","Aquilah","Site"
"843","122","InvestigatorLastName","Bocanegra","Site"
"844","122","City","city 1","Site"
"845","122","State","state 1","Site"
"846","122","Country","China","Site"
"847","122","protocol_row_id","1-1G9113","Site"
"848","122","site_num","122","Site"
"849","122","site_row_id","123-1234-0X018","Site"
"850","122","protocol","AA-AA-000-0000","Site"
"851","122","pi_number","0X018","Site"
"852","122","pi_last_name","Bocanegra","Site"
"853","122","pi_first_name","Aquilah","Site"
"854","122","site_status","Active","Site"
"855","122","is_satellite","FALSE","Site"
"856","122","account","city 1 Medical Center","Site"
"857","122","site_active_dt","2005-06-17","Site"
"858","122","city","city 1","Site"
"859","122","state","state 1","Site"
"860","122","country","China","Site"
"861","123","Status","Active","Site"
"862","123","InvestigatorFirstName","Mariah","Site"
"863","123","InvestigatorLastName","Ha","Site"
"864","123","City","city 1","Site"
"865","123","State","state 1","Site"
"866","123","Country","Japan","Site"
"867","123","protocol_row_id","1-1G9113","Site"
"868","123","site_num","123","Site"
"869","123","site_row_id","123-1234-0X078","Site"
"870","123","protocol","AA-AA-000-0000","Site"
"871","123","pi_number","0X078","Site"
"872","123","pi_last_name","Ha","Site"
"873","123","pi_first_name","Mariah","Site"
"874","123","site_status","Active","Site"
"875","123","is_satellite","FALSE","Site"
"876","123","account","city 1 Medical Center","Site"
"877","123","site_active_dt","2007-10-16","Site"
"878","123","city","city 1","Site"
"879","123","state","state 1","Site"
"880","123","country","Japan","Site"
"881","124","Status","Active","Site"
"882","124","InvestigatorFirstName","Christopher","Site"
"883","124","InvestigatorLastName","Truong","Site"
"884","124","City","city 1","Site"
"885","124","State","state 1","Site"
"886","124","Country","US","Site"
"887","124","protocol_row_id","1-1G9113","Site"
"888","124","site_num","124","Site"
"889","124","site_row_id","123-1234-0X029","Site"
"890","124","protocol","AA-AA-000-0000","Site"
"891","124","pi_number","0X029","Site"
"892","124","pi_last_name","Truong","Site"
"893","124","pi_first_name","Christopher","Site"
"894","124","site_status","Active","Site"
"895","124","is_satellite","FALSE","Site"
"896","124","account","city 1 Medical Center","Site"
"897","124","site_active_dt","2006-10-13","Site"
"898","124","city","city 1","Site"
"899","124","state","state 1","Site"
"900","124","country","US","Site"
"901","126","Status","Active","Site"
"902","126","InvestigatorFirstName","Joseph","Site"
"903","126","InvestigatorLastName","Schmidt","Site"
"904","126","City","city 1","Site"
"905","126","State","state 1","Site"
"906","126","Country","China","Site"
"907","126","protocol_row_id","1-1G9113","Site"
"908","126","site_num","126","Site"
"909","126","site_row_id","123-1234-0X099","Site"
"910","126","protocol","AA-AA-000-0000","Site"
"911","126","pi_number","0X099","Site"
"912","126","pi_last_name","Schmidt","Site"
"913","126","pi_first_name","Joseph","Site"
"914","126","site_status","Active","Site"
"915","126","is_satellite","FALSE","Site"
"916","126","account","city 1 Medical Center","Site"
"917","126","site_active_dt","2004-06-05","Site"
"918","126","city","city 1","Site"
"919","126","state","state 1","Site"
"920","126","country","China","Site"
"921","127","Status","Active","Site"
"922","127","InvestigatorFirstName","Saaya","Site"
"923","127","InvestigatorLastName","Ford","Site"
"924","127","City","city 1","Site"
"925","127","State","state 1","Site"
"926","127","Country","Japan","Site"
"927","127","protocol_row_id","1-1G9113","Site"
"928","127","site_num","127","Site"
"929","127","site_row_id","123-1234-0X043","Site"
"930","127","protocol","AA-AA-000-0000","Site"
"931","127","pi_number","0X043","Site"
"932","127","pi_last_name","Ford","Site"
"933","127","pi_first_name","Saaya","Site"
"934","127","site_status","Active","Site"
"935","127","is_satellite","FALSE","Site"
"936","127","account","city 1 Medical Center","Site"
"937","127","site_active_dt","2005-12-10","Site"
"938","127","city","city 1","Site"
"939","127","state","state 1","Site"
"940","127","country","Japan","Site"
"941","128","Status","Active","Site"
"942","128","InvestigatorFirstName","Nkaujiaong","Site"
"943","128","InvestigatorLastName","Lesley","Site"
"944","128","City","city 1","Site"
"945","128","State","state 1","Site"
"946","128","Country","Japan","Site"
"947","128","protocol_row_id","1-1G9113","Site"
"948","128","site_num","128","Site"
"949","128","site_row_id","123-1234-0X149","Site"
"950","128","protocol","AA-AA-000-0000","Site"
"951","128","pi_number","0X149","Site"
"952","128","pi_last_name","Lesley","Site"
"953","128","pi_first_name","Nkaujiaong","Site"
"954","128","site_status","Active","Site"
"955","128","is_satellite","TRUE","Site"
"956","128","account","city 1 Medical Center","Site"
"957","128","site_active_dt","2006-07-20","Site"
"958","128","city","city 1","Site"
"959","128","state","state 1","Site"
"960","128","country","Japan","Site"
"961","129","Status","Active","Site"
"962","129","InvestigatorFirstName","Anna","Site"
"963","129","InvestigatorLastName","Friedrich","Site"
"964","129","City","city 1","Site"
"965","129","State","state 1","Site"
"966","129","Country","China","Site"
"967","129","protocol_row_id","1-1G9113","Site"
"968","129","site_num","129","Site"
"969","129","site_row_id","123-1234-0X048","Site"
"970","129","protocol","AA-AA-000-0000","Site"
"971","129","pi_number","0X048","Site"
"972","129","pi_last_name","Friedrich","Site"
"973","129","pi_first_name","Anna","Site"
"974","129","site_status","Active","Site"
"975","129","is_satellite","TRUE","Site"
"976","129","account","city 1 Medical Center","Site"
"977","129","site_active_dt","2012-08-20","Site"
"978","129","city","city 1","Site"
"979","129","state","state 1","Site"
"980","129","country","China","Site"
"981","13","Status","Active","Site"
"982","13","InvestigatorFirstName","Crystal","Site"
"983","13","InvestigatorLastName","Gonzalez","Site"
"984","13","City","city 1","Site"
"985","13","State","state 1","Site"
"986","13","Country","China","Site"
"987","13","protocol_row_id","1-1G9113","Site"
"988","13","site_num","13","Site"
"989","13","site_row_id","123-1234-0X077","Site"
"990","13","protocol","AA-AA-000-0000","Site"
"991","13","pi_number","0X077","Site"
"992","13","pi_last_name","Gonzalez","Site"
"993","13","pi_first_name","Crystal","Site"
"994","13","site_status","Active","Site"
"995","13","is_satellite","FALSE","Site"
"996","13","account","city 1 Medical Center","Site"
"997","13","site_active_dt","2003-11-16","Site"
"998","13","city","city 1","Site"
"999","13","state","state 1","Site"
"1000","13","country","China","Site"
"1001","130","Status","Active","Site"
"1002","130","InvestigatorFirstName","Carissa","Site"
"1003","130","InvestigatorLastName","al-Radi","Site"
"1004","130","City","city 1","Site"
"1005","130","State","state 1","Site"
"1006","130","Country","Japan","Site"
"1007","130","protocol_row_id","1-1G9113","Site"
"1008","130","site_num","130","Site"
"1009","130","site_row_id","123-1234-0X010","Site"
"1010","130","protocol","AA-AA-000-0000","Site"
"1011","130","pi_number","0X010","Site"
"1012","130","pi_last_name","al-Radi","Site"
"1013","130","pi_first_name","Carissa","Site"
"1014","130","site_status","Active","Site"
"1015","130","is_satellite","FALSE","Site"
"1016","130","account","city 1 Medical Center","Site"
"1017","130","site_active_dt","2005-11-09","Site"
"1018","130","city","city 1","Site"
"1019","130","state","state 1","Site"
"1020","130","country","Japan","Site"
"1021","131","Status","Active","Site"
"1022","131","InvestigatorFirstName","Eric","Site"
"1023","131","InvestigatorLastName","Smith","Site"
"1024","131","City","city 1","Site"
"1025","131","State","state 1","Site"
"1026","131","Country","China","Site"
"1027","131","protocol_row_id","1-1G9113","Site"
"1028","131","site_num","131","Site"
"1029","131","site_row_id","123-1234-0X025","Site"
"1030","131","protocol","AA-AA-000-0000","Site"
"1031","131","pi_number","0X025","Site"
"1032","131","pi_last_name","Smith","Site"
"1033","131","pi_first_name","Eric","Site"
"1034","131","site_status","Active","Site"
"1035","131","is_satellite","FALSE","Site"
"1036","131","account","city 1 Medical Center","Site"
"1037","131","site_active_dt","2004-10-14","Site"
"1038","131","city","city 1","Site"
"1039","131","state","state 1","Site"
"1040","131","country","China","Site"
"1041","132","Status","Active","Site"
"1042","132","InvestigatorFirstName","Aqsa","Site"
"1043","132","InvestigatorLastName","Gonzales","Site"
"1044","132","City","city 1","Site"
"1045","132","State","state 1","Site"
"1046","132","Country","China","Site"
"1047","132","protocol_row_id","1-1G9113","Site"
"1048","132","site_num","132","Site"
"1049","132","site_row_id","123-1234-0X028","Site"
"1050","132","protocol","AA-AA-000-0000","Site"
"1051","132","pi_number","0X028","Site"
"1052","132","pi_last_name","Gonzales","Site"
"1053","132","pi_first_name","Aqsa","Site"
"1054","132","site_status","Active","Site"
"1055","132","is_satellite","FALSE","Site"
"1056","132","account","city 1 Medical Center","Site"
"1057","132","site_active_dt","2011-09-08","Site"
"1058","132","city","city 1","Site"
"1059","132","state","state 1","Site"
"1060","132","country","China","Site"
"1061","133","Status","Active","Site"
"1062","133","InvestigatorFirstName","Musaddiq","Site"
"1063","133","InvestigatorLastName","el-Massoud","Site"
"1064","133","City","city 1","Site"
"1065","133","State","state 1","Site"
"1066","133","Country","Japan","Site"
"1067","133","protocol_row_id","1-1G9113","Site"
"1068","133","site_num","133","Site"
"1069","133","site_row_id","123-1234-0X042","Site"
"1070","133","protocol","AA-AA-000-0000","Site"
"1071","133","pi_number","0X042","Site"
"1072","133","pi_last_name","el-Massoud","Site"
"1073","133","pi_first_name","Musaddiq","Site"
"1074","133","site_status","Active","Site"
"1075","133","is_satellite","FALSE","Site"
"1076","133","account","city 1 Medical Center","Site"
"1077","133","site_active_dt","2008-05-25","Site"
"1078","133","city","city 1","Site"
"1079","133","state","state 1","Site"
"1080","133","country","Japan","Site"
"1081","134","Status","Active","Site"
"1082","134","InvestigatorFirstName","Hailey","Site"
"1083","134","InvestigatorLastName","Aragon","Site"
"1084","134","City","city 1","Site"
"1085","134","State","state 1","Site"
"1086","134","Country","US","Site"
"1087","134","protocol_row_id","1-1G9113","Site"
"1088","134","site_num","134","Site"
"1089","134","site_row_id","123-1234-0X057","Site"
"1090","134","protocol","AA-AA-000-0000","Site"
"1091","134","pi_number","0X057","Site"
"1092","134","pi_last_name","Aragon","Site"
"1093","134","pi_first_name","Hailey","Site"
"1094","134","site_status","Active","Site"
"1095","134","is_satellite","FALSE","Site"
"1096","134","account","city 1 Medical Center","Site"
"1097","134","site_active_dt","2006-09-28","Site"
"1098","134","city","city 1","Site"
"1099","134","state","state 1","Site"
"1100","134","country","US","Site"
"1101","135","Status","Active","Site"
"1102","135","InvestigatorFirstName","Alix","Site"
"1103","135","InvestigatorLastName","Garnett","Site"
"1104","135","City","city 1","Site"
"1105","135","State","state 1","Site"
"1106","135","Country","Japan","Site"
"1107","135","protocol_row_id","1-1G9113","Site"
"1108","135","site_num","135","Site"
"1109","135","site_row_id","123-1234-0X142","Site"
"1110","135","protocol","AA-AA-000-0000","Site"
"1111","135","pi_number","0X142","Site"
"1112","135","pi_last_name","Garnett","Site"
"1113","135","pi_first_name","Alix","Site"
"1114","135","site_status","Active","Site"
"1115","135","is_satellite","FALSE","Site"
"1116","135","account","city 1 Medical Center","Site"
"1117","135","site_active_dt","2004-09-10","Site"
"1118","135","city","city 1","Site"
"1119","135","state","state 1","Site"
"1120","135","country","Japan","Site"
"1121","136","Status","Active","Site"
"1122","136","InvestigatorFirstName","Zakariyya","Site"
"1123","136","InvestigatorLastName","Cleckley","Site"
"1124","136","City","city 1","Site"
"1125","136","State","state 1","Site"
"1126","136","Country","US","Site"
"1127","136","protocol_row_id","1-1G9113","Site"
"1128","136","site_num","136","Site"
"1129","136","site_row_id","123-1234-0X110","Site"
"1130","136","protocol","AA-AA-000-0000","Site"
"1131","136","pi_number","0X110","Site"
"1132","136","pi_last_name","Cleckley","Site"
"1133","136","pi_first_name","Zakariyya","Site"
"1134","136","site_status","Active","Site"
"1135","136","is_satellite","FALSE","Site"
"1136","136","account","city 1 Medical Center","Site"
"1137","136","site_active_dt","2004-07-14","Site"
"1138","136","city","city 1","Site"
"1139","136","state","state 1","Site"
"1140","136","country","US","Site"
"1141","137","Status","Active","Site"
"1142","137","InvestigatorFirstName","Lindsey","Site"
"1143","137","InvestigatorLastName","Gonzales","Site"
"1144","137","City","city 1","Site"
"1145","137","State","state 1","Site"
"1146","137","Country","China","Site"
"1147","137","protocol_row_id","1-1G9113","Site"
"1148","137","site_num","137","Site"
"1149","137","site_row_id","123-1234-0X086","Site"
"1150","137","protocol","AA-AA-000-0000","Site"
"1151","137","pi_number","0X086","Site"
"1152","137","pi_last_name","Gonzales","Site"
"1153","137","pi_first_name","Lindsey","Site"
"1154","137","site_status","Active","Site"
"1155","137","is_satellite","FALSE","Site"
"1156","137","account","city 1 Medical Center","Site"
"1157","137","site_active_dt","2004-04-27","Site"
"1158","137","city","city 1","Site"
"1159","137","state","state 1","Site"
"1160","137","country","China","Site"
"1161","138","Status","Active","Site"
"1162","138","InvestigatorFirstName","Tateh","Site"
"1163","138","InvestigatorLastName","Kapoor","Site"
"1164","138","City","city 1","Site"
"1165","138","State","state 1","Site"
"1166","138","Country","US","Site"
"1167","138","protocol_row_id","1-1G9113","Site"
"1168","138","site_num","138","Site"
"1169","138","site_row_id","123-1234-0X184","Site"
"1170","138","protocol","AA-AA-000-0000","Site"
"1171","138","pi_number","0X184","Site"
"1172","138","pi_last_name","Kapoor","Site"
"1173","138","pi_first_name","Tateh","Site"
"1174","138","site_status","Active","Site"
"1175","138","is_satellite","FALSE","Site"
"1176","138","account","city 1 Medical Center","Site"
"1177","138","site_active_dt","2004-03-04","Site"
"1178","138","city","city 1","Site"
"1179","138","state","state 1","Site"
"1180","138","country","US","Site"
"1181","139","Status","Active","Site"
"1182","139","InvestigatorFirstName","Angelo","Site"
"1183","139","InvestigatorLastName","Agenar","Site"
"1184","139","City","city 1","Site"
"1185","139","State","state 1","Site"
"1186","139","Country","US","Site"
"1187","139","protocol_row_id","1-1G9113","Site"
"1188","139","site_num","139","Site"
"1189","139","site_row_id","123-1234-0X052","Site"
"1190","139","protocol","AA-AA-000-0000","Site"
"1191","139","pi_number","0X052","Site"
"1192","139","pi_last_name","Agenar","Site"
"1193","139","pi_first_name","Angelo","Site"
"1194","139","site_status","Active","Site"
"1195","139","is_satellite","FALSE","Site"
"1196","139","account","city 1 Medical Center","Site"
"1197","139","site_active_dt","2004-04-12","Site"
"1198","139","city","city 1","Site"
"1199","139","state","state 1","Site"
"1200","139","country","US","Site"
"1201","14","Status","Active","Site"
"1202","14","InvestigatorFirstName","Bianca","Site"
"1203","14","InvestigatorLastName","Taylor","Site"
"1204","14","City","city 1","Site"
"1205","14","State","state 1","Site"
"1206","14","Country","US","Site"
"1207","14","protocol_row_id","1-1G9113","Site"
"1208","14","site_num","14","Site"
"1209","14","site_row_id","123-1234-0X033","Site"
"1210","14","protocol","AA-AA-000-0000","Site"
"1211","14","pi_number","0X033","Site"
"1212","14","pi_last_name","Taylor","Site"
"1213","14","pi_first_name","Bianca","Site"
"1214","14","site_status","Active","Site"
"1215","14","is_satellite","FALSE","Site"
"1216","14","account","city 1 Medical Center","Site"
"1217","14","site_active_dt","2011-06-23","Site"
"1218","14","city","city 1","Site"
"1219","14","state","state 1","Site"
"1220","14","country","US","Site"
"1221","140","Status","Active","Site"
"1222","140","InvestigatorFirstName","Cydnie","Site"
"1223","140","InvestigatorLastName","Vangoey","Site"
"1224","140","City","city 1","Site"
"1225","140","State","state 1","Site"
"1226","140","Country","US","Site"
"1227","140","protocol_row_id","1-1G9113","Site"
"1228","140","site_num","140","Site"
"1229","140","site_row_id","123-1234-0X161","Site"
"1230","140","protocol","AA-AA-000-0000","Site"
"1231","140","pi_number","0X161","Site"
"1232","140","pi_last_name","Vangoey","Site"
"1233","140","pi_first_name","Cydnie","Site"
"1234","140","site_status","Active","Site"
"1235","140","is_satellite","FALSE","Site"
"1236","140","account","city 1 Medical Center","Site"
"1237","140","site_active_dt","2004-08-14","Site"
"1238","140","city","city 1","Site"
"1239","140","state","state 1","Site"
"1240","140","country","US","Site"
"1241","141","Status","Active","Site"
"1242","141","InvestigatorFirstName","Raelina","Site"
"1243","141","InvestigatorLastName","Tran","Site"
"1244","141","City","city 1","Site"
"1245","141","State","state 1","Site"
"1246","141","Country","China","Site"
"1247","141","protocol_row_id","1-1G9113","Site"
"1248","141","site_num","141","Site"
"1249","141","site_row_id","123-1234-0X180","Site"
"1250","141","protocol","AA-AA-000-0000","Site"
"1251","141","pi_number","0X180","Site"
"1252","141","pi_last_name","Tran","Site"
"1253","141","pi_first_name","Raelina","Site"
"1254","141","site_status","Active","Site"
"1255","141","is_satellite","FALSE","Site"
"1256","141","account","city 1 Medical Center","Site"
"1257","141","site_active_dt","2005-04-16","Site"
"1258","141","city","city 1","Site"
"1259","141","state","state 1","Site"
"1260","141","country","China","Site"
"1261","142","Status","Active","Site"
"1262","142","InvestigatorFirstName","Benjamin","Site"
"1263","142","InvestigatorLastName","Gonzales","Site"
"1264","142","City","city 1","Site"
"1265","142","State","state 1","Site"
"1266","142","Country","US","Site"
"1267","142","protocol_row_id","1-1G9113","Site"
"1268","142","site_num","142","Site"
"1269","142","site_row_id","123-1234-0X095","Site"
"1270","142","protocol","AA-AA-000-0000","Site"
"1271","142","pi_number","0X095","Site"
"1272","142","pi_last_name","Gonzales","Site"
"1273","142","pi_first_name","Benjamin","Site"
"1274","142","site_status","Active","Site"
"1275","142","is_satellite","FALSE","Site"
"1276","142","account","city 1 Medical Center","Site"
"1277","142","site_active_dt","2005-11-06","Site"
"1278","142","city","city 1","Site"
"1279","142","state","state 1","Site"
"1280","142","country","US","Site"
"1281","143","Status","Active","Site"
"1282","143","InvestigatorFirstName","Hamdoona","Site"
"1283","143","InvestigatorLastName","Voss","Site"
"1284","143","City","city 1","Site"
"1285","143","State","state 1","Site"
"1286","143","Country","US","Site"
"1287","143","protocol_row_id","1-1G9113","Site"
"1288","143","site_num","143","Site"
"1289","143","site_row_id","123-1234-0X153","Site"
"1290","143","protocol","AA-AA-000-0000","Site"
"1291","143","pi_number","0X153","Site"
"1292","143","pi_last_name","Voss","Site"
"1293","143","pi_first_name","Hamdoona","Site"
"1294","143","site_status","Active","Site"
"1295","143","is_satellite","FALSE","Site"
"1296","143","account","city 1 Medical Center","Site"
"1297","143","site_active_dt","2004-05-23","Site"
"1298","143","city","city 1","Site"
"1299","143","state","state 1","Site"
"1300","143","country","US","Site"
"1301","144","Status","Active","Site"
"1302","144","InvestigatorFirstName","Essence","Site"
"1303","144","InvestigatorLastName","Jiron","Site"
"1304","144","City","city 1","Site"
"1305","144","State","state 1","Site"
"1306","144","Country","China","Site"
"1307","144","protocol_row_id","1-1G9113","Site"
"1308","144","site_num","144","Site"
"1309","144","site_row_id","123-1234-0X164","Site"
"1310","144","protocol","AA-AA-000-0000","Site"
"1311","144","pi_number","0X164","Site"
"1312","144","pi_last_name","Jiron","Site"
"1313","144","pi_first_name","Essence","Site"
"1314","144","site_status","Active","Site"
"1315","144","is_satellite","FALSE","Site"
"1316","144","account","city 1 Medical Center","Site"
"1317","144","site_active_dt","2009-06-26","Site"
"1318","144","city","city 1","Site"
"1319","144","state","state 1","Site"
"1320","144","country","China","Site"
"1321","145","Status","Active","Site"
"1322","145","InvestigatorFirstName","Christine","Site"
"1323","145","InvestigatorLastName","el-Yusuf","Site"
"1324","145","City","city 1","Site"
"1325","145","State","state 1","Site"
"1326","145","Country","US","Site"
"1327","145","protocol_row_id","1-1G9113","Site"
"1328","145","site_num","145","Site"
"1329","145","site_row_id","123-1234-0X173","Site"
"1330","145","protocol","AA-AA-000-0000","Site"
"1331","145","pi_number","0X173","Site"
"1332","145","pi_last_name","el-Yusuf","Site"
"1333","145","pi_first_name","Christine","Site"
"1334","145","site_status","Active","Site"
"1335","145","is_satellite","FALSE","Site"
"1336","145","account","city 1 Medical Center","Site"
"1337","145","site_active_dt","2012-01-29","Site"
"1338","145","city","city 1","Site"
"1339","145","state","state 1","Site"
"1340","145","country","US","Site"
"1341","146","Status","Active","Site"
"1342","146","InvestigatorFirstName","Ashuka","Site"
"1343","146","InvestigatorLastName","Jenkins","Site"
"1344","146","City","city 1","Site"
"1345","146","State","state 1","Site"
"1346","146","Country","US","Site"
"1347","146","protocol_row_id","1-1G9113","Site"
"1348","146","site_num","146","Site"
"1349","146","site_row_id","123-1234-0X188","Site"
"1350","146","protocol","AA-AA-000-0000","Site"
"1351","146","pi_number","0X188","Site"
"1352","146","pi_last_name","Jenkins","Site"
"1353","146","pi_first_name","Ashuka","Site"
"1354","146","site_status","Active","Site"
"1355","146","is_satellite","FALSE","Site"
"1356","146","account","city 1 Medical Center","Site"
"1357","146","site_active_dt","2004-02-20","Site"
"1358","146","city","city 1","Site"
"1359","146","state","state 1","Site"
"1360","146","country","US","Site"
"1361","147","Status","Active","Site"
"1362","147","InvestigatorFirstName","Carlos","Site"
"1363","147","InvestigatorLastName","Gonzales","Site"
"1364","147","City","city 1","Site"
"1365","147","State","state 1","Site"
"1366","147","Country","US","Site"
"1367","147","protocol_row_id","1-1G9113","Site"
"1368","147","site_num","147","Site"
"1369","147","site_row_id","123-1234-0X036","Site"
"1370","147","protocol","AA-AA-000-0000","Site"
"1371","147","pi_number","0X036","Site"
"1372","147","pi_last_name","Gonzales","Site"
"1373","147","pi_first_name","Carlos","Site"
"1374","147","site_status","Active","Site"
"1375","147","is_satellite","FALSE","Site"
"1376","147","account","city 1 Medical Center","Site"
"1377","147","site_active_dt","2006-08-27","Site"
"1378","147","city","city 1","Site"
"1379","147","state","state 1","Site"
"1380","147","country","US","Site"
"1381","148","Status","Active","Site"
"1382","148","InvestigatorFirstName","Caroline","Site"
"1383","148","InvestigatorLastName","Gallegos-Neiberger","Site"
"1384","148","City","city 1","Site"
"1385","148","State","state 1","Site"
"1386","148","Country","China","Site"
"1387","148","protocol_row_id","1-1G9113","Site"
"1388","148","site_num","148","Site"
"1389","148","site_row_id","123-1234-0X186","Site"
"1390","148","protocol","AA-AA-000-0000","Site"
"1391","148","pi_number","0X186","Site"
"1392","148","pi_last_name","Gallegos-Neiberger","Site"
"1393","148","pi_first_name","Caroline","Site"
"1394","148","site_status","Active","Site"
"1395","148","is_satellite","FALSE","Site"
"1396","148","account","city 1 Medical Center","Site"
"1397","148","site_active_dt","2006-09-05","Site"
"1398","148","city","city 1","Site"
"1399","148","state","state 1","Site"
"1400","148","country","China","Site"
"1401","149","Status","Active","Site"
"1402","149","InvestigatorFirstName","Derrick","Site"
"1403","149","InvestigatorLastName","Dabit","Site"
"1404","149","City","city 1","Site"
"1405","149","State","state 1","Site"
"1406","149","Country","US","Site"
"1407","149","protocol_row_id","1-1G9113","Site"
"1408","149","site_num","149","Site"
"1409","149","site_row_id","123-1234-0X075","Site"
"1410","149","protocol","AA-AA-000-0000","Site"
"1411","149","pi_number","0X075","Site"
"1412","149","pi_last_name","Dabit","Site"
"1413","149","pi_first_name","Derrick","Site"
"1414","149","site_status","Active","Site"
"1415","149","is_satellite","FALSE","Site"
"1416","149","account","city 1 Medical Center","Site"
"1417","149","site_active_dt","2005-12-09","Site"
"1418","149","city","city 1","Site"
"1419","149","state","state 1","Site"
"1420","149","country","US","Site"
"1421","15","Status","Active","Site"
"1422","15","InvestigatorFirstName","Marceen","Site"
"1423","15","InvestigatorLastName","Kimler","Site"
"1424","15","City","city 1","Site"
"1425","15","State","state 1","Site"
"1426","15","Country","China","Site"
"1427","15","protocol_row_id","1-1G9113","Site"
"1428","15","site_num","15","Site"
"1429","15","site_row_id","123-1234-0X039","Site"
"1430","15","protocol","AA-AA-000-0000","Site"
"1431","15","pi_number","0X039","Site"
"1432","15","pi_last_name","Kimler","Site"
"1433","15","pi_first_name","Marceen","Site"
"1434","15","site_status","Active","Site"
"1435","15","is_satellite","FALSE","Site"
"1436","15","account","city 1 Medical Center","Site"
"1437","15","site_active_dt","2005-06-19","Site"
"1438","15","city","city 1","Site"
"1439","15","state","state 1","Site"
"1440","15","country","China","Site"
"1441","150","Status","Active","Site"
"1442","150","InvestigatorFirstName","Darien","Site"
"1443","150","InvestigatorLastName","Vargas Padilla","Site"
"1444","150","City","city 1","Site"
"1445","150","State","state 1","Site"
"1446","150","Country","China","Site"
"1447","150","protocol_row_id","1-1G9113","Site"
"1448","150","site_num","150","Site"
"1449","150","site_row_id","123-1234-0X054","Site"
"1450","150","protocol","AA-AA-000-0000","Site"
"1451","150","pi_number","0X054","Site"
"1452","150","pi_last_name","Vargas Padilla","Site"
"1453","150","pi_first_name","Darien","Site"
"1454","150","site_status","Active","Site"
"1455","150","is_satellite","FALSE","Site"
"1456","150","account","city 1 Medical Center","Site"
"1457","150","site_active_dt","2005-03-05","Site"
"1458","150","city","city 1","Site"
"1459","150","state","state 1","Site"
"1460","150","country","China","Site"
